DepMap_ID,cell_line_name,stripped_cell_line_name,CCLE_Name,alias,COSMICID,sex,source,RRID,WTSI_Master_Cell_ID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype,culture_type
ACH-000493,SNU-423,SNU423,SNU423_LIVER,,909737.0,Male,ATCC,CVCL_0366,481.0,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,40.0,SIDM01199,,liver,hepatocellular_carcinoma,,,Adherent
ACH-000496,NCI-H1792,NCIH1792,NCIH1792_LUNG,,724868.0,Male,ATCC,CVCL_1495,2122.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",50.0,SIDM00771,,lung,NSCLC,NSCLC_adenocarcinoma,,Adherent
ACH-000501,LS123,LS123,LS123_LARGE_INTESTINE,,907792.0,Female,ATCC,CVCL_1383,2266.0,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,65.0,SIDM00776,,colorectal,colorectal_adenocarcinoma,,,
ACH-000504,SNB75,SNB75,SNB75_CENTRAL_NERVOUS_SYSTEM,,905982.0,Female,Academic lab,CVCL_1706,1181.0,central_nervous_system,Primary,Brain Cancer,Glioma,,SIDM00095,,central_nervous_system,glioma,,,Adherent
ACH-000505,RKN,RKN,RKN_SOFT_TISSUE,,1298539.0,Female,HSRRB,CVCL_3156,1471.0,ovary,Primary,Sarcoma,Leiomyosarcoma,45.0,SIDM00353,,soft_tissue,leiomyosarcoma,,,
ACH-000506,NCI-H146,NCIH146,NCIH146_LUNG,,910899.0,Male,ATCC,CVCL_1473,932.0,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),59.0,SIDM00698,,lung,SCLC,,,Suspension
ACH-000508,COR-L88,CORL88,CORL88_LUNG,,906808.0,Male,ECACC,CVCL_1141,774.0,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),55.0,SIDM00506,,lung,SCLC,,,
ACH-000510,NCI-H1299,NCIH1299,NCIH1299_LUNG,,724831.0,Male,ATCC,CVCL_0060,1235.0,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",43.0,SIDM00649,,lung,NSCLC,NSCLC_large_cell,,Adherent
ACH-000514,NCI-H1092,NCIH1092,NCIH1092_LUNG,,687997.0,Male,ATCC,CVCL_1454,1928.0,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),67.0,SIDM00653,,lung,SCLC,,,Suspension
ACH-000515,HCC-33,HCC33,HCC33_LUNG,,1303901.0,Male,DSMZ,CVCL_2058,353.0,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),52.0,SIDM01071,,lung,SCLC,,,
ACH-000516,CAL-78,CAL78,CAL78_BONE,,1290765.0,Male,DSMZ,CVCL_1809,1148.0,soft_tissue,,Bone Cancer,Chondrosarcoma,76.0,SIDM00929,,bone,chondrosarcoma,,,Adherent
ACH-000518,CAL-33,CAL33,CAL33_UPPER_AERODIGESTIVE_TRACT,,753541.0,Male,DSMZ,CVCL_1108,2041.0,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",69.0,SIDM00942,,upper_aerodigestive,upper_aerodigestive_squamous,oral,,Adherent
ACH-000521,NCI-H2030,NCIH2030,NCIH2030_LUNG,,722045.0,Male,ATCC,CVCL_1517,912.0,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00715,,lung,NSCLC,NSCLC_adenocarcinoma,,Adherent
ACH-000522,UM-UC-3,UMUC3,UMUC3_URINARY_TRACT,,724838.0,Male,ATCC,CVCL_1783,9.0,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,,SIDM01182,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,Adherent
ACH-000524,KURAMOCHI,KURAMOCHI,KURAMOCHI_OVARY,,909975.0,Female,HSRRB,CVCL_1345,854.0,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",,SIDM00554,,ovary,ovary_adenocarcinoma,high_grade_serous,,
ACH-000525,NCI-H2171,NCIH2171,NCIH2171_LUNG,H2171,688015.0,Male,ATCC,CVCL_1536,1571.0,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),50.0,SIDM00733,,lung,SCLC,,,Adherent
ACH-000527,OVISE,OVISE,OVISE_OVARY,,1240198.0,Female,HSRRB,CVCL_3116,358.0,bone,Metastasis,Ovarian Cancer,"Adenocarcinoma, clear cell",40.0,SIDM00564,,ovary,ovary_adenocarcinoma,clear_cell,,
ACH-000528,ABC-1,ABC1,ABC1_LUNG,,906791.0,Male,HSRRB,CVCL_1066,1557.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",47.0,SIDM00494,,lung,NSCLC,NSCLC_adenocarcinoma,,Adherent
ACH-000530,DMS 114,DMS114,DMS114_LUNG,,687983.0,Male,ATCC,CVCL_1174,1495.0,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),68.0,SIDM00865,,lung,SCLC,,,Adherent
ACH-000532,SNU-61,SNU61,SNU61_LARGE_INTESTINE,,1660035.0,Male,KCLB,CVCL_5078,151.0,liver,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,48.0,SIDM00194,,colorectal,colorectal_adenocarcinoma,,,Adherent
ACH-000534,WSU-DLCL2,WSUDLCL2,WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331050.0,Male,DSMZ,CVCL_1902,557.0,pleural_effusion,Metastasis,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),41.0,SIDM00413,,lymphocyte,non_hodgkin_lymphoma,DLBCL,,
ACH-000535,BxPC-3,BXPC3,BXPC3_PANCREAS,,906693.0,Female,ATCC,CVCL_0186,1978.0,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",61.0,SIDM00132,,pancreas,exocrine,exocrine_adenocarcinoma,,Adherent
ACH-000536,BT-20,BT20,BT20_BREAST,,906801.0,Female,ATCC,CVCL_0178,2264.0,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,74.0,SIDM00893,,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_A,Adherent
ACH-000538,HUTU80,HUTU80,HUTU80_SMALL_INTESTINE,,907073.0,Male,ATCC,CVCL_1301,305.0,small_intestine,Primary,Gastric Cancer,Duodenal Adenocarcinoma,53.0,SIDM00694,,gastric,duodenal_adenocarcinoma,,,
ACH-000544,OE21,OE21,OE21_OESOPHAGUS,,1298359.0,Male,HPACC,CVCL_2661,2152.0,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,74.0,SIDM00478,,esophagus,esophagus_squamous,,,Adherent
ACH-000545,VM-CUB1,VMCUB1,VMCUB1_URINARY_TRACT,,909780.0,Male,DSMZ,CVCL_1786,276.0,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,,SIDM00414,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,Adherent
ACH-000546,HSC-4,HSC4,HSC4_UPPER_AERODIGESTIVE_TRACT,,907062.0,Male,HSRRB,CVCL_1289,99.0,upper_aerodigestive_tract,Metastasis,Head and Neck Cancer,Squamous Cell Carcinoma,64.0,SIDM00588,,upper_aerodigestive,upper_aerodigestive_squamous,,,
ACH-000547,HT-1197,HT1197,HT1197_URINARY_TRACT,,907065.0,Male,ATCC,CVCL_1291,1533.0,urinary_tract,Primary,Bladder Cancer,Carcinoma,44.0,SIDM00676,,urinary_tract,bladder_carcinoma,,,Adherent
ACH-000548,BHY,BHY,BHY_UPPER_AERODIGESTIVE_TRACT,,753535.0,Male,DSMZ,CVCL_1086,748.0,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",52.0,SIDM00986,,upper_aerodigestive,upper_aerodigestive_squamous,oral,,
ACH-000551,K-562,K562,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,905940.0,Female,ATCC,CVCL_0004,2098.0,pleural_effusion,Metastasis,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",53.0,SIDM00791,,blood,CML,blast_crisis,,Suspension
ACH-000552,HT-29,HT29,HT29_LARGE_INTESTINE,,905939.0,Female,ATCC,CVCL_0320,1212.0,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,44.0,SIDM00136,,colorectal,colorectal_adenocarcinoma,,,Adherent
ACH-000554,UACC-893,UACC893,UACC893_BREAST,,909778.0,Female,ATCC,CVCL_1782,1090.0,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,57.0,SIDM01186,,breast,breast_ductal_carcinoma,ERneg_HER2pos,HER2_amp,Adherent
ACH-000555,A-498,A498,A498_KIDNEY,,905948.0,Male,ATCC,CVCL_1056,602.0,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,52.0,SIDM00124,,kidney,renal_cell_carcinoma,,,Adherent
ACH-000556,SIHA,SIHA,SIHA_CERVIX,,930297.0,Female,ATCC,CVCL_0032,1354.0,cervix,,Cervical Cancer,Carcinoma,,SIDM01093,,cervix,cervical_carcinoma,,,Adherent
ACH-000558,A-172,A172,A172_CENTRAL_NERVOUS_SYSTEM,,687563.0,Male,ATCC,CVCL_0131,1777.0,central_nervous_system,Primary,Brain Cancer,Glioblastoma,53.0,SIDM00799,,central_nervous_system,glioma,glioblastoma,,Adherent
ACH-000559,NCI-H1836,NCIH1836,NCIH1836_LUNG,,1240182.0,Male,ATCC,CVCL_1498,1829.0,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),52.0,SIDM00770,,lung,SCLC,,,Mixed adherent and suspension
ACH-000560,ECC10,ECC10,ECC10_STOMACH,,906848.0,Male,RIKEN,CVCL_1188,799.0,liver,,Gastric Cancer,Small Cell Carcinoma,,SIDM00280,,gastric,gastric_small_cell,,,
ACH-000562,HCC-78,HCC78,HCC78_LUNG,,1290908.0,Male,DSMZ,CVCL_2061,639.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",65.0,SIDM01068,,lung,NSCLC,NSCLC_adenocarcinoma,,
ACH-000563,EBC-1,EBC1,EBC1_LUNG,,753554.0,Male,RIKEN,CVCL_2891,1665.0,skin,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",69.0,SIDM00486,,lung,NSCLC,NSCLC_squamous,,Adherent
ACH-000565,RCM-1,RCM1,RCM1_LARGE_INTESTINE,,909263.0,Female,HSRRB,CVCL_1648,1271.0,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,73.0,SIDM00359,,colorectal,colorectal_adenocarcinoma,,,Adherent
ACH-000566,SW-1710,SW1710,SW1710_URINARY_TRACT,,909749.0,Female,DSMZ,CVCL_1721,2.0,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,84.0,SIDM00420,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,Adherent
ACH-000567,ST486,ST486,ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910906.0,Female,ATCC,CVCL_1712,130.0,ascites,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",,SIDM01198,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,,
ACH-000568,UACC-812,UACC812,UACC812_BREAST,,910910.0,Female,ATCC,CVCL_1781,1754.0,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,43.0,SIDM01187,,breast,breast_ductal_carcinoma,ERpos_HER2pos,luminal,Suspension
ACH-000569,IST-MES1,ISTMES1,ISTMES1_PLEURA,,907173.0,Female,ICLC,CVCL_1311,1001.0,pleural_effusion,Primary,Lung Cancer,Mesothelioma,70.0,SIDM00224,,lung,mesothelioma,,,Adherent
ACH-000570,YKG1,YKG1,YKG1_CENTRAL_NERVOUS_SYSTEM,,687592.0,Female,HSRRB,CVCL_1796,61.0,central_nervous_system,Primary,Brain Cancer,Glioblastoma,,SIDM00315,,central_nervous_system,glioma,glioblastoma,,
ACH-000571,T98G,T98G,T98G_CENTRAL_NERVOUS_SYSTEM,,687586.0,Male,ATCC,CVCL_0556,131.0,central_nervous_system,Primary,Brain Cancer,Glioblastoma,61.0,SIDM01171,,central_nervous_system,glioma,glioblastoma,,Adherent
ACH-000572,G-361,G361,G361_SKIN,,906865.0,Male,ATCC,CVCL_1220,1173.0,skin,Primary,Skin Cancer,Melanoma,31.0,SIDM00857,,skin,melanoma,,,Adherent
ACH-000573,MDA-MB-436,MDAMB436,MDAMB436_BREAST,,1240172.0,Female,ATCC,CVCL_0623,927.0,pleural_effusion,Metastasis,Breast Cancer,Carcinoma,43.0,SIDM00629,,breast,breast_carcinoma,ERneg_HER2neg,basal_B,Adherent
ACH-000574,FU-OV-1,FUOV1,FUOV1_OVARY,,1240129.0,Female,DSMZ,CVCL_2047,2063.0,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, high grade serous",65.0,SIDM01040,,ovary,ovary_adenocarcinoma,high_grade_serous,,Adherent
ACH-000577,JHH-2,JHH2,JHH2_LIVER,,1240157.0,Male,HSRRB,CVCL_2786,347.0,ascites,Metastasis,Liver Cancer,Hepatocellular Carcinoma,57.0,SIDM00617,,liver,hepatocellular_carcinoma,,,Adherent
ACH-000579,UACC-257,UACC257,UACC257_SKIN,,905977.0,Unknown,NCI/DCTD,CVCL_1779,14.0,skin,Primary,Skin Cancer,Melanoma,,SIDM00108,,skin,melanoma,,,
ACH-000581,SNU-16,SNU16,SNU16_STOMACH,,908446.0,Female,ATCC,CVCL_0076,291.0,ascites,Metastasis,Gastric Cancer,Adenocarcinoma,33.0,SIDM01145,,gastric,gastric_adenocarcinoma,,,
ACH-000583,MC116,MC116,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907799.0,Male,ATCC,CVCL_1399,2082.0,pleural_effusion,,Lymphoma,"B-cell, Non-Hodgkins",,SIDM00637,,lymphocyte,non_hodgkin_lymphoma,b_cell,,Suspension
ACH-000584,JHOS-4,JHOS4,JHOS4_OVARY,,1480359.0,Female,RIKEN,CVCL_4649,1651.0,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, high grade serous",44.0,SIDM00303,,ovary,ovary_adenocarcinoma,high_grade_serous,,
ACH-000585,EPLC-272H,EPLC272H,EPLC272H_LUNG,,753556.0,Male,DSMZ,CVCL_1197,404.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",57.0,SIDM01044,,lung,NSCLC,NSCLC_squamous,,Adherent
ACH-000586,NCI-H1876,NCIH1876,NCIH1876_LUNG,,1330972.0,Male,ATCC,CVCL_1503,91.0,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),59.0,SIDM00766,,lung,SCLC,,,Adherent
ACH-000587,NCI-H1975,NCIH1975,NCIH1975_LUNG,,924244.0,Female,ATCC,CVCL_1511,1403.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00759,,lung,NSCLC,NSCLC_adenocarcinoma,,Adherent
ACH-000589,NCI-H1437,NCIH1437,NCIH1437_LUNG,,687794.0,Male,ATCC,CVCL_1472,800.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",60.0,SIDM00734,,lung,NSCLC,NSCLC_adenocarcinoma,,Adherent
ACH-000595,LN-229,LN229,LN229_CENTRAL_NERVOUS_SYSTEM,,1240169.0,Female,ATCC,CVCL_0393,1504.0,central_nervous_system,Primary,Brain Cancer,Glioblastoma,60.0,SIDM00684,,central_nervous_system,glioma,glioblastoma,,Adherent
ACH-000596,LCLC-97TM1,LCLC97TM1,LCLC97TM1_LUNG,,946361.0,Male,DSMZ,CVCL_1376,485.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",44.0,SIDM00344,,lung,NSCLC,NSCLC_large_cell,,
ACH-000599,PA-TU-8902,PATU8902,PATU8902_PANCREAS,,1298526.0,Female,DSMZ,CVCL_1845,1549.0,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",44.0,SIDM00455,,pancreas,exocrine,exocrine_adenocarcinoma,,Adherent
ACH-000601,MIA PaCa-2,MIAPACA2,MIAPACA2_PANCREAS,,724870.0,Male,ATCC,CVCL_0428,1541.0,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",65.0,SIDM00505,,pancreas,exocrine,exocrine_adenocarcinoma,,Adherent
ACH-000603,BEN,BEN,BEN_LUNG,,753534.0,Male,DSMZ,CVCL_1082,971.0,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",71.0,SIDM00990,,lung,NSCLC,,,Adherent
ACH-000605,TE-6,TE6,TE6_OESOPHAGUS,,946355.0,Male,RIKEN,CVCL_1765,1642.0,oesophagus,,Esophageal Cancer,Squamous Cell Carcinoma,,SIDM00328,,esophagus,esophagus_squamous,,,Adherent
ACH-000607,KYM-1,KYM1,KYM1_SOFT_TISSUE,,1240166.0,Male,HSRRB,CVCL_3007,1344.0,soft_tissue,Primary,Rhabdoid,Malignant Rhabdoid Tumor,1.0,SIDM00552,,soft_tissue,malignant_rhabdoid_tumor,,,Mixed adherent and suspension
ACH-000609,SF126,SF126,SF126_CENTRAL_NERVOUS_SYSTEM,,909712.0,Female,HSRRB,CVCL_1688,1677.0,central_nervous_system,Primary,Brain Cancer,Astrocytoma,,SIDM00382,,central_nervous_system,glioma,astrocytoma,,
ACH-000610,NCI-H2227,NCIH2227,NCIH2227_LUNG,,688018.0,Male,ATCC,CVCL_1542,1220.0,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),54.0,SIDM00730,,lung,SCLC,,,Mixed adherent and suspension
ACH-000611,SU-DHL-6,SUDHL6,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331037.0,Male,DSMZ,CVCL_2206,2036.0,ascites,Metastasis,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),43.0,SIDM00407,,lymphocyte,non_hodgkin_lymphoma,DLBCL,,Suspension
ACH-000613,HOS,HOS,HOS_BONE,,907060.0,Female,ATCC,CVCL_0312,1202.0,bone,Primary,Bone Cancer,Osteosarcoma,13.0,SIDM00806,,bone,osteosarcoma,,,Adherent
ACH-000614,RVH-421,RVH421,RVH421_SKIN,,909706.0,Male,DSMZ,CVCL_1672,1274.0,central_nervous_system,Metastasis,Skin Cancer,Melanoma,28.0,SIDM00401,,skin,melanoma,,,Adherent
ACH-000615,SK-MEL-28,SKMEL28,SKMEL28_SKIN,,905954.0,Male,ATCC,CVCL_0526,1499.0,skin,,Skin Cancer,Melanoma,51.0,SIDM00081,,skin,melanoma,,,Adherent
ACH-000616,Hs 746T,HS746T,HS746T_STOMACH,,1240151.0,Male,ATCC,CVCL_0333,1850.0,soft_tissue,Metastasis,Gastric Cancer,Adenocarcinoma,74.0,SIDM00665,,gastric,gastric_adenocarcinoma,,,Adherent
ACH-000617,OVCAR-4,OVCAR4,OVCAR4_OVARY,,905990.0,Female,NCI/DCTD,CVCL_1627,606.0,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",42.0,SIDM00092,,ovary,ovary_adenocarcinoma,high_grade_serous,,Adherent
ACH-000619,PE/CA-PJ15,PECAPJ15,PECAPJ15_UPPER_AERODIGESTIVE_TRACT,,1240207.0,Male,ECACC,CVCL_2678,1810.0,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",45.0,SIDM00473,,upper_aerodigestive,upper_aerodigestive_squamous,oral,,Adherent
ACH-000620,JHH-1,JHH1,JHH1_LIVER,,1298151.0,Male,HSRRB,CVCL_2785,89.0,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,50.0,SIDM00618,,liver,hepatocellular_carcinoma,,,
ACH-000621,MDA-MB-157,MDAMB157,MDAMB157_BREAST,,925338.0,Female,ATCC,CVCL_0618,1796.0,pleural_effusion,Metastasis,Breast Cancer,Breast Ductal Carcinoma,44.0,SIDM00529,,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_B,Adherent
ACH-000622,KNS-42,KNS42,KNS42_CENTRAL_NERVOUS_SYSTEM,,907282.0,Male,HSRRB,CVCL_0378,1149.0,central_nervous_system,Primary,Brain Cancer,Glioblastoma,16.0,SIDM00607,,central_nervous_system,glioma,glioblastoma,,Adherent
ACH-000624,HCC1806,HCC1806,HCC1806_BREAST,,907047.0,Female,ATCC,CVCL_1258,1317.0,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,60.0,SIDM00875,,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_A,Adherent
ACH-000625,Hep 3B2.1-7,HEP3B217,HEP3B217_LIVER,,1240147.0,Male,ATCC,CVCL_0326,1922.0,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,8.0,SIDM00672,,liver,hepatocellular_carcinoma,,,Adherent
ACH-000626,U266B1,U266B1,U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,753615.0,Male,ATCC,CVCL_0566,1635.0,haematopoietic_and_lymphoid_tissue,,Myeloma,"Multiple Myeloma, plasmacytoma",53.0,SIDM00417,,plasma_cell,multiple_myeloma,plasmacytoma,,Suspension
ACH-000627,LCLC-103H,LCLC103H,LCLC103H_LUNG,,753586.0,Male,DSMZ,CVCL_1375,1502.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",61.0,SIDM00345,,lung,NSCLC,NSCLC_large_cell,,Adherent
ACH-000628,NCI-H596,NCIH596,NCIH596_LUNG,,908459.0,Male,ATCC,CVCL_1571,1225.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma",73.0,SIDM01127,,lung,NSCLC,NSCLC_adenosquamous,,Adherent
ACH-000631,KS-1,KS1,KS1_CENTRAL_NERVOUS_SYSTEM,,907313.0,Female,HSRRB,CVCL_1343,1387.0,central_nervous_system,Primary,Brain Cancer,Astrocytoma,,SIDM00555,,central_nervous_system,glioma,astrocytoma,,
ACH-000633,FU97,FU97,FU97_STOMACH,,1290806.0,Female,HSRRB,CVCL_2908,2062.0,stomach,Primary,Gastric Cancer,Adenocarcinoma,66.0,SIDM00503,,gastric,gastric_adenocarcinoma,diffuse_gastric,,
ACH-000636,RPMI-8402,RPMI8402,RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909702.0,Female,DSMZ,CVCL_1667,288.0,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",16.0,SIDM00403,,blood,ALL,t_cell,,Suspension
ACH-000637,KYSE-520,KYSE520,KYSE520_OESOPHAGUS,,753575.0,Female,DSMZ,CVCL_1355,894.0,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,58.0,SIDM01025,,esophagus,esophagus_squamous,,,Adherent
ACH-000638,NCI-H441,NCIH441,NCIH441_LUNG,,908460.0,Male,ATCC,CVCL_1561,1815.0,pericardial_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00925,,lung,NSCLC,NSCLC_adenocarcinoma,,Adherent
ACH-000639,NCI-H211,NCIH211,NCIH211_LUNG,,1240189.0,Female,ATCC,CVCL_1529,2107.0,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),50.0,SIDM00704,,lung,SCLC,,,Suspension
ACH-000640,SK-MEL-31,SKMEL31,SKMEL31_SKIN,,909727.0,Female,ATCC,CVCL_0600,153.0,skin,Primary,Skin Cancer,Melanoma,,SIDM01104,,skin,melanoma,,,Adherent
ACH-000641,CMK,CMK,CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910566.0,Male,DSMZ,CVCL_0216,734.0,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Myelogenous Leukemia (AML), M7 (Megakaryoblastic)",0.8,SIDM00959,,blood,AML,M7,,Suspension
ACH-000643,HDQ-P1,HDQP1,HDQP1_BREAST,,1290922.0,Female,DSMZ,CVCL_2067,743.0,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,50.0,SIDM01062,,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_A,Adherent
ACH-000644,COLO 829,COLO829,COLO829_SKIN,,687448.0,Male,ATCC,CVCL_1137,430.0,skin,Primary,Skin Cancer,Melanoma,45.0,SIDM00909,,skin,melanoma,,,Adherent
ACH-000647,TE-1,TE1,TE1_OESOPHAGUS,,753621.0,Male,JCRB,CVCL_1759,1493.0,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,,SIDM00369,,esophagus,esophagus_squamous,,,
ACH-000648,NCI-H28,NCIH28,NCIH28_PLEURA,,908470.0,Male,ATCC,CVCL_1555,1199.0,pleural_effusion,Metastasis,Lung Cancer,Mesothelioma,48.0,SIDM00720,,lung,mesothelioma,,,Adherent
ACH-000649,786-O,786O,786O_KIDNEY,,905947.0,Male,ATCC,CVCL_1051,301.0,kidney,Primary,Kidney Cancer,"Renal Carcinoma, clear cell",58.0,SIDM00125,,kidney,renal_cell_carcinoma,clear_cell,,Adherent
ACH-000650,IGR-37,IGR37,IGR37_SKIN,,1240153.0,Male,DSMZ,CVCL_2075,1535.0,lymph_node,Metastasis,Skin Cancer,Melanoma,26.0,SIDM01066,,skin,melanoma,,,
ACH-000651,SW 620,SW620,SW620_LARGE_INTESTINE,,905962.0,Male,ATCC,CVCL_0547,3.0,lymph_node,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,51.0,SIDM00841,,colorectal,colorectal_adenocarcinoma,,,
ACH-000652,SUIT-2,SUIT2,SUIT2_PANCREAS,,1240219.0,Male,HSRRB,CVCL_3172,1749.0,liver,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",73.0,SIDM00371,,pancreas,exocrine,exocrine_adenocarcinoma,,Adherent
ACH-000653,JJN-3,JJN3,JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1327766.0,Female,DSMZ,CVCL_2078,905.0,bone_marrow,Primary,Myeloma,Multiple Myeloma,57.0,SIDM01036,,plasma_cell,multiple_myeloma,,,
ACH-000654,Raji,RAJI,RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909262.0,Male,ATCC,CVCL_0511,1762.0,bone,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",12.0,SIDM00844,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,,
ACH-000655,SF268,SF268,SF268_CENTRAL_NERVOUS_SYSTEM,,905986.0,Female,Academic lab,CVCL_1689,1490.0,central_nervous_system,Primary,Brain Cancer,Glioma,,SIDM00085,,central_nervous_system,glioma,,,Mixed adherent and suspension
ACH-000656,SU-DHL-8,SUDHL8,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331038.0,Male,DSMZ,CVCL_2207,1877.0,pleural_effusion,Metastasis,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),59.0,SIDM00423,,lymphocyte,non_hodgkin_lymphoma,DLBCL,,
ACH-000657,A2780,A2780,A2780_OVARY,,906804.0,Female,ECACC,CVCL_0134,1245.0,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, endometrioid",,SIDM00210,,ovary,ovary_adenocarcinoma,endometrioid,,Suspension
